HOUSEID,HHFAMINC,HHSIZE,HHVEHCNT,URBRUR,MSASIZE,TRAVDAY,TRPMILES,VEHAGE,VEHOWNED,VEHFUEL,DRIVINGOCCUPATION,LIF_CYC,LAST30_PT,LAST30_BIKE,LAST30_ESCT,LAST30_RDSHR,LAST30_TAXI,LAST30_WALK,BIKETRANSIT,DRIVER,TRPTRANS,CONDNONE,CONDTRAV,COV1_PT,COV2_PT
9000046483,6,1,1,2,3,3,0.084524549,17,1,1,-1,9,2,2,2,2,2,1,-1,1,20,-1,-1,3,1
9000046493,1,3,1,1,5,5,0.771286513,10,1,1,2,2,1,2,2,1,2,1,-1,1,20,-1,-1,1,2
9000046493,1,3,1,1,5,5,6.251087632,10,1,1,2,2,1,2,2,1,2,1,-1,1,12,-1,-1,1,2
9000046493,1,3,1,1,5,5,7.47234307,10,1,1,2,2,1,2,2,1,2,1,-1,1,12,-1,-1,1,2
9000046506,10,4,2,1,4,5,37.48042262,2,2,1,1,6,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000046506,10,4,2,1,4,5,37.65320075,2,2,1,1,6,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000046526,6,2,2,1,4,1,2.980733375,10,1,1,2,2,1,1,2,2,2,1,10,1,1,-1,-1,3,1
9000046526,6,2,2,1,4,1,10.96768179,10,1,1,2,2,1,1,2,2,2,1,10,1,1,-1,-1,3,1
9000046526,6,2,2,1,4,1,0.323803605,10,1,1,2,2,1,1,2,2,2,1,10,1,20,-1,-1,3,1
9000046526,6,2,2,1,4,1,9.791796147,10,1,1,2,2,1,1,2,2,2,1,10,1,1,-1,-1,3,1
9000046526,6,2,2,1,4,1,0.637041641,10,1,1,2,2,1,1,2,2,2,1,10,1,20,-1,-1,3,1
9000046526,6,2,2,1,4,1,0.648850218,10,1,1,2,2,1,1,2,2,2,1,10,1,20,-1,-1,3,1
9000046539,7,2,2,1,3,3,4.221255438,4,1,1,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000046539,7,2,2,1,3,3,7.605966439,4,1,1,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000046539,7,2,2,1,3,3,3.689869484,4,1,1,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000046539,7,2,2,1,3,3,6.620882536,4,1,1,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000046550,5,2,4,2,6,2,1.479179615,14,1,1,1,10,2,2,2,2,2,2,-1,1,4,1,2,2,-1
9000046554,7,5,2,1,4,7,2.550031075,9,1,1,2,6,2,2,2,2,2,1,-1,1,3,-1,-1,3,3
9000046554,7,5,2,1,4,7,3.270354257,9,1,1,2,6,2,2,2,2,2,1,-1,1,3,-1,-1,3,3
9000046554,7,5,2,1,4,7,3.032939714,9,1,1,2,6,2,2,2,2,2,1,-1,1,3,-1,-1,3,3
9000046554,7,5,2,1,4,7,4.190180236,9,1,1,2,6,2,2,2,2,2,1,-1,1,3,-1,-1,3,3
9000046562,5,4,3,1,2,4,1.908638906,4,1,1,1,4,2,2,2,2,2,2,-1,1,2,-1,-1,4,-1
9000046562,5,4,3,1,2,4,1.909881914,4,1,1,1,4,2,2,2,2,2,2,-1,1,2,-1,-1,4,-1
9000046569,7,2,1,1,3,5,10.96457427,1,2,6,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,2,-1
9000046569,7,2,1,1,3,5,8.91236793,1,2,6,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,2,-1
9000046571,11,2,3,2,3,2,14.24860162,2,2,2,2,2,2,1,2,2,2,1,2,1,4,-1,-1,2,-1
9000046571,11,2,3,2,3,2,33.07830951,2,2,2,2,2,2,1,2,2,2,1,2,1,4,-1,-1,2,-1
9000046571,11,2,3,2,3,2,10.98259789,2,2,2,2,2,2,1,2,2,2,1,2,1,4,-1,-1,2,-1
9000046571,11,2,3,2,3,2,11.26724674,2,2,2,2,2,2,1,2,2,2,1,2,1,4,-1,-1,2,-1
9000046571,11,2,3,2,3,2,10.81230578,2,2,2,2,2,2,1,2,2,2,1,2,1,4,-1,-1,2,-1
9000046571,11,2,3,2,3,2,23.02299565,2,2,2,2,2,2,1,2,2,2,1,2,1,4,-1,-1,2,-1
9000046571,11,2,3,2,3,2,41.2454941,2,2,2,2,2,2,1,2,2,2,1,2,1,4,-1,-1,2,-1
9000046571,11,2,3,2,3,2,65.47545059,2,2,2,2,2,2,1,2,2,2,1,2,1,4,-1,-1,2,-1
9000046571,11,2,3,2,3,2,18.51709136,2,2,2,2,2,2,1,2,2,2,1,2,1,1,-1,-1,2,-1
9000046571,11,2,3,2,3,2,18.51584835,2,2,2,2,2,2,1,2,2,2,1,2,1,1,-1,-1,2,-1
9000046596,5,1,1,1,4,2,2.020509633,10,1,1,-1,9,2,2,2,2,2,1,-1,1,1,2,1,3,1
9000046596,5,1,1,1,4,2,6.348663766,10,1,1,-1,9,2,2,2,2,2,1,-1,1,1,2,1,3,1
9000046596,5,1,1,1,4,2,6.548166563,10,1,1,-1,9,2,2,2,2,2,1,-1,1,1,2,1,3,1
9000046606,11,3,2,2,4,2,5.386575513,2,1,1,2,5,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046606,11,3,2,2,4,2,5.321317589,2,1,1,2,5,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046606,11,3,2,2,4,2,3.845245494,2,1,1,2,5,2,2,2,2,2,1,-1,-1,9,-1,-1,4,-1
9000046606,11,3,2,2,4,2,3.91236793,2,1,1,2,5,2,2,2,2,2,1,-1,-1,9,-1,-1,4,-1
9000046621,4,1,1,1,4,2,6.738968303,14,1,1,2,9,2,2,2,2,2,1,-1,1,1,1,2,4,-1
9000046621,4,1,1,1,4,2,6.390304537,14,1,1,2,9,2,2,2,2,2,1,-1,1,1,1,2,4,-1
9000046621,4,1,1,1,4,2,0.039154755,14,1,1,2,9,2,2,2,2,2,1,-1,1,1,1,2,4,-1
9000046621,4,1,1,1,4,2,1.633312617,14,1,1,2,9,2,2,2,2,2,1,-1,1,1,1,2,4,-1
9000046621,4,1,1,1,4,2,1.239900559,14,1,1,2,9,2,2,2,2,2,1,-1,1,1,1,2,4,-1
9000046633,9,4,2,1,4,6,1.128651336,8,1,6,2,6,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046633,9,4,2,1,4,6,1.559353636,8,1,6,2,6,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046633,9,4,2,1,4,6,25.79303915,8,1,6,2,6,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046633,9,4,2,1,4,6,22.923555,8,1,6,2,6,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046640,5,3,2,2,3,5,3.866998135,5,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046640,5,3,2,2,3,5,5.05531386,5,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046640,5,3,2,2,3,5,2.853325047,5,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046640,5,3,2,2,3,5,0.527035426,5,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046640,5,3,2,2,3,5,9.71224363,5,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046640,5,3,2,2,3,5,9.300186451,5,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046640,5,3,2,2,3,5,3.465506526,5,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046667,11,2,2,1,5,4,8.508390305,3,1,1,2,2,2,2,2,2,2,1,-1,1,3,-1,-1,2,-1
9000046673,6,1,1,1,4,7,4.072094469,5,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,2,-1
9000046673,6,1,1,1,4,7,4.850217526,5,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,2,-1
9000046707,5,3,1,1,3,1,2.080174021,10,1,1,-1,6,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046710,11,4,5,2,1,3,25.4468614,1,2,1,1,4,2,2,2,2,2,1,-1,1,4,-1,-1,4,-1
9000046710,11,4,5,2,1,3,3.627097576,1,2,1,1,4,2,2,2,2,2,1,-1,1,4,-1,-1,4,-1
9000046710,11,4,5,2,1,3,4.233064015,1,2,1,1,4,2,2,2,2,2,1,-1,1,4,-1,-1,4,-1
9000046710,11,4,5,2,1,3,1.691733996,1,2,1,1,4,2,2,2,2,2,1,-1,1,4,-1,-1,4,-1
9000046710,11,4,5,2,1,3,25.67495339,1,2,1,1,4,2,2,2,2,2,1,-1,1,4,-1,-1,4,-1
9000046731,11,1,1,1,5,3,2.644499689,2,1,1,2,9,2,2,2,1,2,1,-1,1,1,-1,-1,3,1
9000046731,11,1,1,1,5,3,2.94157862,2,1,1,2,9,2,2,2,1,2,1,-1,1,1,-1,-1,3,1
9000046731,11,1,1,1,5,3,1.760099441,2,1,1,2,9,2,2,2,1,2,1,-1,1,20,-1,-1,3,1
9000046731,11,1,1,1,5,3,0.003729024,2,1,1,2,9,2,2,2,1,2,1,-1,1,20,-1,-1,3,1
9000046737,5,5,2,1,5,3,11.8303294,7,1,1,-1,6,2,2,2,2,2,1,-1,1,2,-1,-1,2,-1
9000046737,5,5,2,1,5,3,15.69732753,7,1,1,-1,6,2,2,2,2,2,1,-1,1,2,-1,-1,2,-1
9000046737,5,5,2,1,5,3,15.74456184,7,1,1,-1,6,2,2,2,2,2,1,-1,1,2,-1,-1,2,-1
9000046740,4,2,1,1,4,6,9.160348042,21,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046740,4,2,1,1,4,6,8.90304537,21,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046751,9,5,4,2,4,5,2.710379117,5,1,2,1,6,2,2,2,2,2,2,-1,1,4,-1,-1,2,-1
9000046751,9,5,4,2,4,5,5.308887508,5,1,2,1,6,2,2,2,2,2,2,-1,1,4,-1,-1,2,-1
9000046751,9,5,4,2,4,5,3.738968303,5,1,2,1,6,2,2,2,2,2,2,-1,1,4,-1,-1,2,-1
9000046751,9,5,4,2,4,5,5.039154755,5,1,2,1,6,2,2,2,2,2,2,-1,1,3,-1,-1,2,-1
9000046751,9,5,4,2,4,5,2.980111871,5,1,2,1,6,2,2,2,2,2,2,-1,1,3,-1,-1,2,-1
9000046751,9,5,4,2,4,5,21.07893101,5,1,2,1,6,2,2,2,2,2,2,-1,1,3,-1,-1,2,-1
9000046751,9,5,4,2,4,5,21.22871349,5,1,2,1,6,2,2,2,2,2,2,-1,1,3,-1,-1,2,-1
9000046756,6,2,1,1,5,3,8.669981355,9,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046756,6,2,1,1,5,3,14.45121193,9,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046756,6,2,1,1,5,3,8.584213797,9,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046777,8,2,1,1,4,5,1.671845867,8,1,1,-1,10,2,2,2,2,2,1,-1,1,1,2,1,3,2
9000046777,8,2,1,1,4,5,1.77377253,8,1,1,-1,10,2,2,2,2,2,1,-1,1,1,2,1,3,2
9000046777,8,2,1,1,4,5,1.489745183,8,1,1,-1,10,2,2,2,2,2,1,-1,1,1,2,1,3,2
9000046785,5,1,1,1,5,5,3.65382225,3,1,6,-1,9,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046785,5,1,1,1,5,5,0.987569919,3,1,6,-1,9,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046785,5,1,1,1,5,5,0.40770665,3,1,6,-1,9,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046785,5,1,1,1,5,5,3.518334369,3,1,6,-1,9,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046785,5,1,1,1,5,5,5.752641392,3,1,6,-1,9,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046785,5,1,1,1,5,5,0.840273462,3,1,6,-1,9,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046804,6,3,2,1,1,1,61.48850218,6,1,1,2,6,2,1,2,1,2,1,1,1,1,-1,-1,2,-1
9000046804,6,3,2,1,1,1,61.2461156,6,1,1,2,6,2,1,2,1,2,1,1,1,1,-1,-1,2,-1
9000046805,4,2,2,2,6,6,84.14356743,15,1,1,-1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046805,4,2,2,2,6,6,7.771908017,15,1,1,-1,2,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000046813,6,2,4,2,5,3,9.467371038,8,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,5,-1
9000046813,6,2,4,2,5,3,8.159726538,8,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,5,-1
9000046827,11,2,3,1,2,7,92.38222498,1,2,1,2,2,2,2,2,1,1,1,-1,1,3,-1,-1,4,-1
9000046827,11,2,3,1,2,7,10.47420758,1,2,1,2,2,2,2,2,1,1,1,-1,1,3,-1,-1,4,-1
9000046827,11,2,3,1,2,7,22.11435674,1,2,1,2,2,2,2,2,1,1,1,-1,1,3,-1,-1,4,-1
9000046827,11,2,3,1,2,7,23.06650093,1,2,1,2,2,2,2,2,1,1,1,-1,1,3,-1,-1,4,-1
9000046827,11,2,3,1,2,7,48.46985705,1,2,1,2,2,2,2,2,1,1,1,-1,1,3,-1,-1,4,-1
9000046827,11,2,3,1,2,7,38.81789932,1,2,1,2,2,2,2,2,1,1,1,-1,1,3,-1,-1,4,-1
9000046827,11,2,3,1,2,7,77.9774681,1,2,1,2,2,2,2,2,1,1,1,-1,1,14,-1,-1,4,-1
9000046828,6,1,1,1,5,1,1.433188316,4,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046832,5,5,1,1,4,5,3.1845867,8,1,1,-1,4,2,2,2,1,2,1,-1,1,1,-1,-1,1,1
9000046832,5,5,1,1,4,5,2.972653822,8,1,1,-1,4,2,2,2,1,2,1,-1,1,1,-1,-1,1,1
9000046838,8,2,2,1,5,4,7.745183344,5,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046838,8,2,2,1,5,4,8.03853325,5,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046844,11,2,4,1,5,7,0.573026725,4,1,1,2,10,2,2,2,1,2,1,-1,1,3,-1,-1,3,1
9000046844,11,2,4,1,5,7,0.775015538,4,1,1,2,10,2,2,2,1,2,1,-1,1,3,-1,-1,3,1
9000046844,11,2,4,1,5,7,436.6935985,4,1,1,2,10,2,2,2,1,2,1,-1,1,2,-1,-1,3,1
9000046848,3,1,1,1,1,5,5.535114978,5,1,1,-1,9,2,2,2,2,2,2,-1,1,3,-1,-1,3,1
9000046848,3,1,1,1,1,5,2.083903045,5,1,1,-1,9,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000046848,3,1,1,1,1,5,6.46302051,5,1,1,-1,9,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000046867,8,2,2,1,2,1,10.2156619,15,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046867,8,2,2,1,2,1,0.10006215,15,1,1,-1,10,2,2,2,2,2,1,-1,1,20,-1,-1,4,-1
9000046867,8,2,2,1,2,1,10.22622747,15,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046903,11,1,1,1,4,3,19.39154755,1,2,1,2,1,2,2,2,1,2,2,-1,1,3,2,1,2,-1
9000046903,11,1,1,1,4,3,19.12927284,1,2,1,2,1,2,2,2,1,2,2,-1,1,3,2,1,2,-1
9000046930,6,2,3,1,3,6,0.247358608,17,1,1,2,10,2,1,2,1,2,1,5,1,20,-1,-1,3,1
9000046930,6,2,3,1,3,6,1.174021131,17,1,1,2,10,2,1,2,1,2,1,5,1,3,-1,-1,3,1
9000046930,6,2,3,1,3,6,1.357986327,17,1,1,2,10,2,1,2,1,2,1,5,1,3,-1,-1,3,1
9000046930,6,2,3,1,3,6,1.531385954,17,1,1,2,10,2,1,2,1,2,1,5,1,3,-1,-1,3,1
9000046930,6,2,3,1,3,6,1.548166563,17,1,1,2,10,2,1,2,1,2,1,5,1,3,-1,-1,3,1
9000046930,6,2,3,1,3,6,1.341205718,17,1,1,2,10,2,1,2,1,2,1,5,1,3,-1,-1,3,1
9000046938,5,2,1,1,1,4,0.628962088,14,1,1,2,2,2,2,2,2,2,1,-1,2,20,-1,-1,4,-1
9000046943,6,4,2,1,3,5,5.985705407,10,1,1,2,6,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046943,6,4,2,1,3,5,5.984462399,10,1,1,2,6,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000046943,6,4,2,1,3,5,2.607209447,10,1,1,2,6,2,2,2,2,2,1,-1,-1,9,-1,-1,4,-1
9000046970,6,1,1,1,5,3,2.168427595,4,1,1,1,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046970,6,1,1,1,5,3,2.174642635,4,1,1,1,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000046986,8,3,3,1,1,1,0.182100684,6,1,1,1,8,2,2,2,1,2,1,-1,2,20,-1,-1,4,-1
9000046993,10,2,2,2,4,1,3.387197017,9,1,1,2,2,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000046993,10,2,2,2,4,1,3.423244251,9,1,1,2,2,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000047000,7,2,2,1,3,4,3.15537601,1,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000047000,7,2,2,1,3,4,3.197638285,1,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000047000,7,2,2,1,3,4,2.58607831,1,1,1,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000047000,7,2,2,1,3,4,2.454940957,1,1,1,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000047000,7,2,2,1,3,4,5.341827222,1,1,1,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000047000,7,2,2,1,3,4,6.417029211,1,1,1,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000047000,7,2,2,1,3,4,1.213175886,1,1,1,-1,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000047015,9,2,2,1,5,1,0.389061529,4,1,1,-1,2,2,2,2,2,2,1,-1,1,20,-1,-1,2,-1
9000047021,6,4,1,1,4,6,6.224984462,1,2,1,2,5,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000047021,6,4,1,1,4,6,5.606587943,1,2,1,2,5,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000047021,6,4,1,1,4,6,2.908638906,1,2,1,2,5,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000047021,6,4,1,1,4,6,6.11995028,1,2,1,2,5,2,2,2,2,2,2,-1,2,9,-1,-1,4,-1
9000047025,7,2,2,2,6,2,14.48974518,10,1,1,1,2,2,1,2,2,2,1,8,1,1,-1,-1,4,-1
9000047025,7,2,2,2,6,2,15.80484773,10,1,1,1,2,2,1,2,2,2,1,8,1,1,-1,-1,4,-1
9000047025,7,2,2,2,6,2,26.88812927,10,1,1,1,2,2,1,2,2,2,1,8,1,1,-1,-1,4,-1
9000047025,7,2,2,2,6,2,3.953387197,10,1,1,1,2,2,1,2,2,2,1,8,1,1,-1,-1,4,-1
9000047025,7,2,2,2,6,2,69.58172778,10,1,1,1,2,2,1,2,2,2,1,8,1,1,-1,-1,4,-1
9000047025,7,2,2,2,6,2,68.56183965,10,1,1,1,2,2,1,2,2,2,1,8,1,1,-1,-1,4,-1
9000047027,11,2,1,2,6,2,20.38346799,5,1,1,-1,10,2,2,2,2,2,1,-1,1,2,1,2,4,-1
9000047027,11,2,1,2,6,2,0.362958359,5,1,1,-1,10,2,2,2,2,2,1,-1,1,2,1,2,4,-1
9000047027,11,2,1,2,6,2,20.99751398,5,1,1,-1,10,2,2,2,2,2,1,-1,1,2,1,2,4,-1
9000047053,8,3,2,1,5,1,8.322560597,4,1,1,2,6,2,2,2,2,2,2,-1,1,3,-1,-1,2,-1
9000047078,8,1,1,1,4,4,12.47420758,2,1,1,2,9,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000047078,8,1,1,1,4,4,12.11187073,2,1,1,2,9,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000047089,5,1,1,1,5,6,33.22747048,10,1,1,-1,9,1,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000047089,5,1,1,1,5,6,44.85954009,10,1,1,-1,9,1,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000047089,5,1,1,1,5,6,32.97638285,10,1,1,-1,9,1,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000047093,11,3,1,2,3,3,10.46426352,1,2,6,1,5,2,2,2,1,2,1,-1,1,3,-1,-1,4,-1
9000047093,11,3,1,2,3,3,3.050963331,1,2,6,1,5,2,2,2,1,2,1,-1,1,3,-1,-1,4,-1
9000047093,11,3,1,2,3,3,11.30018645,1,2,6,1,5,2,2,2,1,2,1,-1,1,3,-1,-1,4,-1
9000047093,11,3,1,2,3,3,10.85394655,1,2,6,1,5,2,2,2,1,2,1,-1,1,3,-1,-1,4,-1
9000047093,11,3,1,2,3,3,2.9384711,1,2,6,1,5,2,2,2,1,2,1,-1,1,3,-1,-1,4,-1
9000047093,11,3,1,2,3,3,10.46674953,1,2,6,1,5,2,2,2,1,2,1,-1,1,3,-1,-1,4,-1
9000047103,11,2,3,2,5,7,10.45059043,5,2,1,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000047103,11,2,3,2,5,7,10.49347421,5,2,1,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000047122,6,2,2,1,4,7,0.922311995,13,1,6,2,10,2,2,2,2,2,2,-1,1,20,-1,-1,4,-1
9000047122,6,2,2,1,4,7,4.564325668,13,1,6,2,10,2,2,2,2,2,2,-1,1,20,-1,-1,4,-1
9000047122,6,2,2,1,4,7,4.670602859,13,1,6,2,10,2,2,2,2,2,2,-1,1,20,-1,-1,4,-1
9000047151,6,5,2,1,4,4,20.98632691,2,1,1,2,4,2,1,2,2,2,1,5,1,3,-1,-1,2,-1
9000047151,6,5,2,1,4,4,20.92417651,2,1,1,2,4,2,1,2,2,2,1,5,1,3,-1,-1,2,-1
9000047151,6,5,2,1,4,4,1.226848975,2,1,1,2,4,2,1,2,2,2,1,5,1,3,-1,-1,2,-1
9000047151,6,5,2,1,4,4,1.415786203,2,1,1,2,4,2,1,2,2,2,1,5,1,3,-1,-1,2,-1
9000047151,6,5,2,1,4,4,2.321939093,2,1,1,2,4,2,1,2,2,2,1,5,1,3,-1,-1,2,-1
9000047151,6,5,2,1,4,4,0.574269733,2,1,1,2,4,2,1,2,2,2,1,5,1,3,-1,-1,2,-1
9000047151,6,5,2,1,4,4,1.212554382,2,1,1,2,4,2,1,2,2,2,1,5,1,3,-1,-1,2,-1
9000047151,6,5,2,1,4,4,0.750155376,2,1,1,2,4,2,1,2,2,2,1,5,-1,20,-1,-1,2,-1
9000047151,6,5,2,1,4,4,20.92914854,2,1,1,2,4,2,1,2,2,2,1,5,-1,3,-1,-1,2,-1
9000047153,1,2,1,1,4,5,0.448104413,1,2,1,-1,5,2,2,2,2,1,1,-1,1,1,2,1,4,-1
9000047153,1,2,1,1,4,5,2.513983841,1,2,1,-1,5,2,2,2,2,1,1,-1,1,1,2,1,4,-1
9000047153,1,2,1,1,4,5,2.05531386,1,2,1,-1,5,2,2,2,2,1,1,-1,1,1,2,1,4,-1
9000047153,1,2,1,1,4,5,1.892479801,1,2,1,-1,5,2,2,2,2,1,1,-1,1,1,2,1,4,-1
9000047163,7,2,1,1,5,6,9.977625855,12,1,1,-1,2,1,1,2,1,2,1,1,1,1,-1,-1,2,-1
9000047163,7,2,1,1,5,6,11.62771908,12,1,1,-1,2,1,1,2,1,2,1,1,1,1,-1,-1,2,-1
9000047163,7,2,1,1,5,6,2.108141703,12,1,1,-1,2,1,1,2,1,2,1,1,1,1,-1,-1,2,-1
9000047163,7,2,1,1,5,6,1.740211311,12,1,1,-1,2,1,1,2,1,2,1,1,1,1,-1,-1,2,-1
9000047163,7,2,1,1,5,6,2.68614046,12,1,1,-1,2,1,1,2,1,2,1,1,1,1,-1,-1,2,-1
9000047173,5,1,2,1,5,2,4.280919826,18,1,1,-1,9,2,1,2,2,2,1,20,1,1,-1,-1,3,3
9000047173,5,1,2,1,5,2,5.875077688,18,1,1,-1,9,2,1,2,2,2,1,20,1,1,-1,-1,3,3
9000047173,5,1,2,1,5,2,13.54381603,18,1,1,-1,9,2,1,2,2,2,1,20,1,18,-1,-1,3,3
9000047173,5,1,2,1,5,2,12.09757613,18,1,1,-1,9,2,1,2,2,2,1,20,1,18,-1,-1,3,3
9000047173,5,1,2,1,5,2,3.754505904,18,1,1,-1,9,2,1,2,2,2,1,20,1,1,-1,-1,3,3
9000047173,5,1,2,1,5,2,3.998756992,18,1,1,-1,9,2,1,2,2,2,1,20,1,1,-1,-1,3,3
9000047186,4,1,2,2,1,5,2.6923555,23,1,1,-1,9,2,2,2,2,2,2,-1,1,1,1,2,2,-1
9000047198,11,2,6,2,4,2,216.2802983,1,2,6,2,2,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000047198,11,2,6,2,4,2,10.3231821,1,2,6,2,2,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000047198,11,2,6,2,4,2,10.52952144,1,2,6,2,2,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000047198,11,2,6,2,4,2,10.92106899,1,2,6,2,2,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000047198,11,2,6,2,4,2,18.0149161,1,2,6,2,2,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000047198,11,2,6,2,4,2,9.075201989,1,2,6,2,2,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000047202,6,1,1,2,1,7,19.02921069,6,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000047202,6,1,1,2,1,7,29.65879428,6,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000047202,6,1,1,2,1,7,3.362336855,6,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000047202,6,1,1,2,1,7,26.34742076,6,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000047202,6,1,1,2,1,7,8.994406464,6,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000047202,6,1,1,2,1,7,14.02423866,6,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000047207,7,1,1,1,5,1,1.422001243,13,1,1,-1,9,1,2,2,2,2,1,-1,1,3,-1,-1,1,1
9000047207,7,1,1,1,5,1,0.077688005,13,1,1,-1,9,1,2,2,2,2,1,-1,1,3,-1,-1,1,1
9000047248,10,2,2,1,4,5,55.18210068,13,1,1,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000047248,10,2,2,1,4,5,54.92604102,13,1,1,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000047248,10,2,2,1,4,5,3.729024239,13,1,1,2,2,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
